media_type,film_id,title,original_language,genres,popularity,vote_average,vote_count,release_year
tv,285993,BLACK TORCH,ja,"Animation, Mystery, Action & Adventure, Sci-Fi & Fantasy",44.8394,8.6,29,2026
tv,106379,Fallout,en,"Action & Adventure, Sci-Fi & Fantasy, Drama",43.7226,8.114,3045,2024
tv,299158,LOVEx3,th,Drama,26.2385,9,1,2026
tv,295410,Emergency 53,pt,"Drama, Action & Adventure",7.9023,10,1,2026
tv,301418,The Affair Was Just The Beginning,ko,"Crime, Comedy, Drama",19.1932,8.8,5,2026
tv,107371,A Will Eternal,zh,"Animation, Sci-Fi & Fantasy, Drama",28.6597,8.9,16,2020
tv,111110,ONE PIECE,en,"Action & Adventure, Sci-Fi & Fantasy",31.7203,8.109,1900,2023
tv,321564,Star Wars: The Mandalorian and Grogu | A Special Look,en,Documentary,2.9032,8.2,10,2026
tv,243206,Pritam and Pedro,hi,"Crime, Drama, Mystery, Comedy",22.984,8.4,14,2026
tv,279323,The East Palace,ko,"Mystery, Action & Adventure, Sci-Fi & Fantasy, Drama",19.3708,8.235,83,2026
tv,229192,The Demon Hunter,zh,"Animation, Action & Adventure",46.2329,9.2,18,2023
tv,196322,Dark Matter,en,"Sci-Fi & Fantasy, Drama",33.1039,7.766,725,2024
tv,288971,Jaadugar: A Witch in Mongolia,ja,"Animation, Drama, War & Politics",22.437,8,10,2026
tv,296140,"My Bias, My Boss",ko,"Comedy, Drama",24.1778,7.4,5,2026
tv,284753,Operation Safed Sagar: The Untold Story of the Kargil War,hi,Drama,31.916,6.2,8,2026
tv,286345,Though I Am an Inept Villainess,ja,"Animation, Drama, Sci-Fi & Fantasy",32.3645,8.5,7,2026
tv,317331,Suspicious Neighbor,zh,"Drama, Mystery",3.24,8,1,2026
tv,326901,Take a Hike!,ko,Reality,6.9643,0,0,2026
tv,270603,The Exiled Heavy Knight Knows How to Game the System,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",35.9716,8.588,17,2026
tv,305379,Badly in Love,ja,Reality,29.1352,7.7,6,2025
tv,56570,Outlander,en,"Drama, Sci-Fi & Fantasy",76.6326,8.202,2963,2014
tv,295434,Kamen Rider ZEZTZ,ja,"Action & Adventure, Sci-Fi & Fantasy, Comedy, Drama",36.2583,8.1,16,2025
tv,236534,Tales of Herding Gods,zh,"Animation, Sci-Fi & Fantasy, Action & Adventure",45.4093,7.781,16,2024
tv,247718,MobLand,en,"Crime, Drama",55.9551,8.351,796,2025
tv,280049,HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",27.6757,7.313,32,2026
tv,131040,Call Me By Fire,zh,Reality,33.9699,8,6,2021
tv,8840,Fightland,en,"Crime, Drama",16.4808,4.7,19,2026
tv,297826,Tomb Raider King,ko,"Animation, Action & Adventure, Sci-Fi & Fantasy",37.7576,8.333,18,2026
tv,93405,Squid Game,ko,"Action & Adventure, Mystery, Drama",48.4555,7.855,17682,2021
tv,282136,Ever Night,zh,"Animation, Action & Adventure, Drama",6.3203,8,5,2026
tv,290856,Marshals,en,"Drama, Crime, Action & Adventure",47.072,7.937,351,2026
tv,91801,Welcome to Demon School! Iruma-kun,ja,"Animation, Comedy, Sci-Fi & Fantasy",38.6925,8.257,303,2019
tv,226749,The Librarians: The Next Chapter,en,"Action & Adventure, Sci-Fi & Fantasy",20.2462,6.6,55,2025
tv,253941,The Paper,en,Comedy,23.8713,7.09,89,2025
tv,213562,Crystal Lake,en,"Mystery, Drama",2.7482,0,0,2026
tv,253391,Sheriff Country,en,"Drama, Crime",19.8653,7.351,47,2025
tv,323579,GATE24: The Border,ja,"Crime, Drama",11.8116,5,1,2026
tv,295778,Scrubs,en,Comedy,40.1396,7.795,100,2026
tv,289116,Genius Girlfriend,zh,Drama,35.0032,8.4,4,2026
tv,224377,Harry Potter,en,"Action & Adventure, Family, Sci-Fi & Fantasy",8.8986,0,0,2026
tv,224372,A Knight of the Seven Kingdoms,en,"Drama, Sci-Fi & Fantasy, Action & Adventure",53.057,8.421,1122,2026
tv,2808,Totally Spies!,fr,"Animation, Kids, Comedy, Action & Adventure",35.1376,7.337,297,2002
tv,299939,Monster: The Lizzie Borden Story,en,"Drama, Crime",10.9894,0,0,2026
tv,110492,Peacemaker,en,"Action & Adventure, Sci-Fi & Fantasy, Comedy",33.4473,8.184,3510,2022
tv,312849,Rich Girl Caretaker: I'm Secretly the Caregiver of the Most Popular Girl in This Rich Kid School,ja,"Animation, Comedy",26.4487,9,6,2026
tv,228429,Soul Land 2: The Peerless Tang Clan,zh,"Animation, Sci-Fi & Fantasy, Action & Adventure, Drama",45.2047,7.967,15,2023
tv,296202,Wow The World,zh,Reality,24.1644,8.833,6,2025
tv,278178,I Will Find You,en,"Drama, Mystery, Crime",42.4555,8.2,443,2026
tv,225171,Pluribus,en,"Drama, Sci-Fi & Fantasy",41.1567,7.9,1061,2025
tv,226698,Conan O'Brien Must Go,en,"Documentary, Comedy",16.9477,7.7,37,2024
tv,126660,Professor T,en,"Crime, Mystery, Drama",23.061,7.315,62,2021
tv,199001,My Life with the Walter Boys,en,Drama,53.8202,7.812,417,2023
tv,331312,Kiss or Kill,zh,"Drama, Action & Adventure",4.5897,0,0,2026
tv,103540,Percy Jackson and the Olympians,en,"Action & Adventure, Sci-Fi & Fantasy, Drama, Family",46.0885,7.3,821,2023
tv,91239,Bridgerton,en,Drama,58.8741,8.1,3376,2020
tv,280564,False Memory,zh,"Animation, Action & Adventure",26.9836,7,1,2026
tv,303287,GuAn,zh,"Animation, Action & Adventure, Drama",9.1494,10,1,2026
tv,295999,MAO,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Mystery",16.037,9,19,2026
tv,63726,Alone,en,Reality,26.1873,7.2,110,2015
tv,326788,Cyberpunk: Edgerunners 2,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Crime",6.66,0,0,2026
tv,79481,Fights Break Sphere,zh,"Animation, Action & Adventure, Drama",50.078,7.9,61,2017
tv,96677,Lupin,fr,"Crime, Drama, Mystery",34.0267,7.682,2639,2021
tv,203614,Colin from Accounts,en,Comedy,16.1635,7.5,99,2022
tv,156988,The Undeclared War,en,"War & Politics, Drama, Sci-Fi & Fantasy",9.5205,6.1,94,2022
tv,218642,My Senior Brother is Too Steady,zh,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",45.6469,8.8,8,2023
tv,255358,THE GHOST IN THE SHELL,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",27.3657,8.419,37,2026
tv,309974,Love Unseen Beneath the Clear Night Sky,ja,"Animation, Drama",34.0187,7.667,9,2026
